id,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31
0.0,-0.2106655091047287,0.18141409754753113,0.09850890934467316,0.1372145563364029,-0.40912187099456787,0.05368366837501526,0.07912565767765045,-0.009065455757081509,-0.13259878754615784,0.04582469165325165,-0.0822034627199173,0.12340876460075378,0.03812115639448166,-0.06668626517057419,0.07664404064416885,-0.08497361093759537,0.16560782492160797,0.10931926220655441,-0.2522624433040619,-0.09099941700696945,-0.25239941477775574,0.2753407061100006,0.30910825729370117,-0.061190083622932434,-0.22290658950805664,-0.36561623215675354,0.13899140059947968,0.1475234031677246,0.15343526005744934,0.10371708124876022,0.11480163037776947,0.32421424984931946
1.0,0.0868057981133461,-0.2571006715297699,-0.06945059448480606,0.11182405054569244,-0.34706318378448486,0.021551521494984627,-0.24348388612270355,-0.24835507571697235,-0.058765608817338943,-0.014773004688322544,0.39077791571617126,-0.2608151435852051,-0.17556333541870117,-0.01300867646932602,0.63930344581604,0.06023232266306877,0.6251423358917236,-0.21911191940307617,-0.09825776517391205,0.021030016243457794,-0.1287727952003479,-0.03246651217341423,0.42417722940444946,0.19787101447582245,0.009900042787194252,-0.15950040519237518,0.3222234547138214,-0.19896826148033142,0.3260250687599182,0.23059947788715363,-0.26999008655548096,0.14587727189064026
2.0,0.11765387654304504,0.06664139777421951,0.19779576361179352,-0.26838672161102295,-0.4306142032146454,0.0767684355378151,-0.13596399128437042,-0.3807975947856903,-0.1980259269475937,-0.1485719233751297,0.14063125848770142,0.25736936926841736,0.2730196416378021,-0.05080571398139,-0.045882564038038254,0.20967955887317657,0.20609448850154877,-0.005721774883568287,0.07870616763830185,-0.0014295988949015737,-0.3325181305408478,0.028344295918941498,0.26306644082069397,0.1582353264093399,0.29022783041000366,-0.44304516911506653,0.3700096607208252,0.1603798270225525,0.0847129374742508,0.0633167028427124,0.3386344909667969,0.12045802921056747
3.0,-0.05761166289448738,0.05383041873574257,-0.3996729552745819,0.06702248007059097,-0.05863634869456291,-0.09692702442407608,0.26153892278671265,-0.00032816347084008157,-0.21187974512577057,-0.06313889473676682,0.28347155451774597,0.16779828071594238,-0.27436843514442444,-0.16131450235843658,0.45784035325050354,-0.13210050761699677,-0.08530374616384506,0.11158499866724014,-0.08162771910429001,0.18801923096179962,-0.20882466435432434,-0.06339359283447266,-0.045268986374139786,-0.18054302036762238,-0.01086779311299324,0.17299491167068481,0.04836519435048103,0.15503621101379395,-0.22808042168617249,0.07676652818918228,-0.13204549252986908,0.02513507567346096
4.0,-0.129672110080719,0.04596713185310364,0.02265196666121483,-0.03184368088841438,0.11305058747529984,-0.2624199092388153,-0.1205650344491005,-0.040909796953201294,0.01765461266040802,-0.011476715095341206,-0.3849838972091675,-0.2784839868545532,-0.024360602721571922,-0.11385796964168549,0.4036963880062103,-0.1678852140903473,-0.16323377192020416,-0.13813678920269012,-0.16346287727355957,-0.4315760135650635,-0.14262893795967102,-0.28854942321777344,0.031347524374723434,-0.3618451952934265,-0.5279862880706787,-0.018464844673871994,0.4422147274017334,-0.09409855306148529,0.4197053909301758,0.07129398733377457,0.1345411092042923,-0.09139072149991989
5.0,0.18291249871253967,-0.043723490089178085,0.2261105179786682,-0.04265318810939789,-0.1396941840648651,0.045785583555698395,-0.011240161024034023,0.06675902009010315,0.4039211869239807,0.36876288056373596,0.056384943425655365,0.06106174737215042,0.3398630619049072,-0.02795778401196003,-0.25231844186782837,0.07675796002149582,0.0993703231215477,-0.1563202291727066,0.3446706533432007,-0.4458353519439697,0.09802893549203873,0.022112920880317688,0.022542264312505722,0.31447434425354004,0.10496723651885986,0.427226722240448,-0.4269436299800873,0.0763857439160347,0.3313162624835968,-0.14648295938968658,0.1494300365447998,-0.19294431805610657
6.0,0.07930702716112137,-0.17073561251163483,-0.24161048233509064,0.08813127875328064,0.28851836919784546,0.21774855256080627,-0.029712213203310966,0.03976724296808243,-0.24127821624279022,0.02686791494488716,-0.1955481916666031,0.049769219011068344,-0.0671129822731018,-0.46373647451400757,0.14124804735183716,0.047053638845682144,-0.06909295171499252,-0.35352811217308044,-0.2336830198764801,-0.1737508624792099,-0.25182804465293884,0.01573384366929531,0.05368853360414505,-0.5002356767654419,-0.25450649857521057,-0.10972484201192856,-0.05606473237276077,-0.29664674401283264,-0.08009138703346252,0.005883462261408567,0.2606029212474823,0.018045855686068535
7.0,0.054712049663066864,0.32442283630371094,0.025280801579356194,-0.2098366767168045,-0.12133121490478516,0.02393760159611702,-0.33931291103363037,-0.3472241163253784,0.08992502838373184,-0.027378374710679054,-0.29442840814590454,-0.14577226340770721,-0.08149182051420212,-0.09280156344175339,-0.15316598117351532,0.1599694788455963,0.036465227603912354,0.23916234076023102,0.0047374810092151165,0.23451045155525208,-0.09289368987083435,0.02691321261227131,-0.06314102560281754,-0.3444867432117462,0.08084072917699814,0.032443463802337646,0.09555762261152267,0.14704465866088867,-0.12284672260284424,-0.08126980066299438,-0.007162459660321474,0.20720289647579193
8.0,0.15114960074424744,0.14337651431560516,-0.3069416284561157,0.03759024292230606,0.09247620403766632,0.053373511880636215,-0.08493639528751373,0.13759845495224,-0.532646894454956,0.017816592007875443,0.12945690751075745,0.06337063759565353,-0.12683379650115967,-0.16051989793777466,-0.06813321262598038,-0.15354885160923004,-0.002446413040161133,-0.04526013508439064,-0.011272178031504154,0.3262254595756531,-0.01840258203446865,-0.11813271790742874,-0.21024975180625916,-0.017322881147265434,0.028125792741775513,0.001513598021119833,-0.06914721429347992,0.22116515040397644,0.07234327495098114,0.0718889981508255,0.04588412493467331,0.03674670308828354
9.0,-0.276211142539978,-0.14268489181995392,-0.135716512799263,-0.10320369154214859,0.22509954869747162,0.31777578592300415,0.07977842539548874,-0.017101049423217773,0.24209195375442505,-0.0688595399260521,-0.02350255660712719,-0.015429618768393993,-0.09476586431264877,-0.006571861915290356,0.19900541007518768,0.20870809257030487,-0.20410870015621185,0.3095528781414032,-0.3474375009536743,-0.16598784923553467,0.46222320199012756,-0.08791189640760422,-0.2258468121290207,0.1578032374382019,0.04178782179951668,0.14368461072444916,0.4725433886051178,0.1690990924835205,-0.028170747682452202,0.15690676867961884,0.2576904296875,-0.17012184858322144
